handle_norm,month,award_usd
popeye,2024-02,1159.88
am,2024-02,1153.91
k42,2024-02,1130.16
kutugu,2024-02,991.29
merlinboii,2024-02,988.3599999999999
peanuts,2024-02,927.1999999999999
mrpotatomagic,2024-02,880.43
0xjoyboy03,2024-02,864.4399999999999
jesjupyter,2024-02,854.75
dharma09,2024-02,841.94
aamir,2024-02,829.24
0xanah,2024-02,804.46
radev_sw,2024-02,801.88
visualbits,2024-02,756.5699999999999
kaveyjoe,2024-02,725.1500000000001
petartolev,2024-02,724.66
bauchibred,2024-02,723.28
imare,2024-02,720.03
alexczm,2024-02,707.39
gesha17,2024-02,701.52
0xdice91,2024-02,694.3
bahoz,2024-02,694.3
marchev,2024-02,694.3
nnez,2024-02,694.3
twicek,2024-02,694.3
0xdetermination,2024-02,681.6700000000001
sovaslava,2024-02,543.29
josephdara,2024-02,518.0899999999999
0xepley,2024-02,508.12
fouzantanveer,2024-02,480.24
0xaadi,2024-02,480.12
johnsmith,2024-02,437.28000000000003
rouhsamad,2024-02,394.34000000000003
klau5,2024-02,387.62
btk,2024-02,365.53
krace,2024-02,351.73
roguereggiant,2024-02,346.96
mctoady,2024-02,346.15999999999997
sl1,2024-02,341.7
timenov,2024-02,340.29
foxb868,2024-02,340.0
0xsmartcontract,2024-02,334.24
nuthan2x,2024-02,332.91
bowtiedoriole,2024-02,332.01
midgaraudits,2024-02,330.82
lil_eth,2024-02,328.93
aymen0909,2024-02,323.38
givn,2024-02,314.65
zhaojie,2024-02,302.93
franfran,2024-02,293.95
yongskiws,2024-02,284.39
14si2o_flint,2024-02,280.45
rspadi,2024-02,275.29999999999995
caeradenoir,2024-02,267.84000000000003
meera,2024-02,267.84000000000003
rolezn,2024-02,267.77
darktower,2024-02,258.35
vnavascues,2024-02,253.92999999999998
dimulski,2024-02,251.46
shubham,2024-02,250.73
mrxstrange,2024-02,249.82
unix515,2024-02,249.82
0xblackskull,2024-02,246.17999999999998
sabit,2024-02,246.17999999999998
pumpkingwok,2024-02,242.11
rokinot,2024-02,242.11
sobieski,2024-02,239.22
andywer,2024-02,238.92999999999998
jnforja,2024-02,204.14999999999998
immeas,2024-02,191.72000000000003
limbooo,2024-02,186.96
greed,2024-02,178.47
sashik_eth,2024-02,178.41000000000003
0xhacksmithh,2024-02,176.8
emerald7017,2024-02,174.76000000000002
poeaudits,2024-02,172.71
0xweb3boy,2024-02,166.17
shealtielanz,2024-02,159.94
offside0011,2024-02,159.85
thesavageteddy,2024-02,155.22
erebus,2024-02,152.74
alix40,2024-02,150.19
alkrrrrp,2024-02,150.19
ocean_sky,2024-02,150.19
peachtea,2024-02,150.19
kartik_giri_47538,2024-02,146.22
abhishek_thaku_r,2024-02,145.18
0xlogos,2024-02,145.1
albahaca,2024-02,143.15
ahmedaghadi,2024-02,128.77
yotov721,2024-02,127.87
0xsmartcontractsamurai,2024-02,127.63
kiqo,2024-02,127.23
djxploit,2024-02,126.41
pedrozurdo,2024-02,125.82
alexzoid,2024-02,125.38
peter,2024-02,125.19
rhaydden,2024-02,124.91
zhaojohnson,2024-02,123.72
0xbrett8571,2024-02,123.26000000000002
tychai0s,2024-02,122.75
pontifex,2024-02,119.09000000000002
ktg,2024-02,118.75000000000001
0xalix2,2024-02,116.3
c3phas,2024-02,116.28
stakog,2024-02,115.84
korok,2024-02,113.09000000000002
aslanbek,2024-02,112.61
fulum,2024-02,111.78
iamandreiski,2024-02,111.72000000000001
0xshitgem,2024-02,111.68
maxim371,2024-02,111.68
pkqs90,2024-02,110.66
wangxx2026,2024-02,107.43
0xloscar01,2024-02,104.73
alexxander,2024-02,102.1
n0kto,2024-02,92.23
matejdb,2024-02,90.23
zaevlad,2024-02,88.61
0xpiken,2024-02,87.74000000000001
giorgio,2024-02,85.94999999999999
tendency,2024-02,83.81
erosjohn,2024-02,83.0
thank_you,2024-02,80.7
smaul,2024-02,80.57
0xbinchook,2024-02,75.3
0xdemon,2024-02,73.31
evmboi32,2024-02,73.22
matricksdecoder,2024-02,72.86
jcfichtner,2024-02,72.38
ke1cam,2024-02,71.06
forkforkdog,2024-02,70.14
shaflow2,2024-02,68.28
ubl4nk,2024-02,68.23
swizz,2024-02,67.72
solmaxis69,2024-02,66.56
grearlake,2024-02,65.88
vad37,2024-02,65.83
bhilare_,2024-02,65.66
kow,2024-02,65.4
zac,2024-02,64.75
borongod,2024-02,64.43
tricko,2024-02,64.43
jrnet,2024-02,64.41
0brxce,2024-02,64.39
zxriptor,2024-02,64.39
cats,2024-02,63.64
topmark,2024-02,63.42
kalogerone,2024-02,62.629999999999995
velislav4o,2024-02,61.529999999999994
lanrebayode77,2024-02,61.36
brenzee,2024-02,60.9
ladboy233,2024-02,59.559999999999995
clara,2024-02,58.75
saq,2024-02,55.72
mrudenko,2024-02,53.72
atoko,2024-02,53.05
ihtishamsudo,2024-02,45.01
favelanky,2024-02,42.82
cudo,2024-02,42.09
hassanshakeel13,2024-02,42.09
ziyou-,2024-02,39.36
agadzhalov,2024-02,36.42
csanuragjain,2024-02,35.98
kmanofficial,2024-02,35.88
0xvj,2024-02,34.87
0x0bserver,2024-02,32.91
turvy_fuzz,2024-02,32.91
_eperezok,2024-02,32.48
pynschon,2024-02,31.38
sandy,2024-02,30.27
0xstriker,2024-02,30.0
xchen1130,2024-02,26.95
franklin,2024-02,26.86
memforvik,2024-02,26.86
nmirchev8,2024-02,26.86
tigerfrake,2024-02,26.77
kirkeelee,2024-02,25.73
0xasen,2024-02,22.560000000000002
yovchev_yoan,2024-02,22.560000000000002
oualidpro,2024-02,22.54
rekxor,2024-02,22.44
linkenji,2024-02,22.02
msk,2024-02,22.02
sathish9098,2024-02,22.02
pipidu83,2024-02,20.3
0xblack_bird,2024-02,20.07
ansa-zanjbeel,2024-02,20.07
jayshreeram,2024-02,20.07
scokaf,2024-02,20.07
tala7985,2024-02,20.07
wahedtalash77,2024-02,20.07
0xluckyluke,2024-02,19.59
0xrio,2024-02,15.74
shaka,2024-02,15.020000000000001
0xe1,2024-02,14.67
emrekocak,2024-02,13.860000000000001
al88nsk,2024-02,13.73
donkicha,2024-02,13.63
judeabara,2024-02,13.63
lrivo,2024-02,13.63
mikesans,2024-02,13.63
raihan,2024-02,13.63
shamsulhaq123,2024-02,13.63
sm3_ss,2024-02,13.63
sy_s,2024-02,13.63
unique,2024-02,13.63
yashgoel72,2024-02,13.63
petro_1912,2024-02,13.46
blank_space,2024-02,13.350000000000001
0xmystery,2024-02,11.200000000000001
krikolkk,2024-02,10.33
cartlex_,2024-02,10.030000000000001
eaglesecurity,2024-02,9.93
0xmosh,2024-02,9.82
honour,2024-02,9.47
bigveezus,2024-02,9.040000000000001
defihacklabs,2024-02,9.040000000000001
tekken,2024-02,8.85
0xakira,2024-02,8.81
7ashraf,2024-02,8.81
benasvol,2024-02,8.81
boredpukar,2024-02,8.81
bube,2024-02,8.81
sha_256,2024-02,8.81
0xlamide,2024-02,7.74
fitro,2024-02,7.41
readyplayer2,2024-02,7.41
c0pp3rscr3w3r,2024-02,7.39
0xgrbr,2024-02,7.33
babylen,2024-02,7.18
cryptphi,2024-02,7.18
kinda_very_good,2024-02,7.18
miaowu,2024-02,7.18
myrault,2024-02,7.18
parlayan_yildizlar_takimi,2024-02,7.18
psb01,2024-02,7.18
slippopz,2024-02,7.18
spark,2024-02,7.18
denzi_,2024-02,5.38
silvermist,2024-02,4.54
handsomegiraffe,2024-02,4.43
floatingpragma,2024-02,3.95
soliditywala,2024-02,3.8800000000000003
ryonen,2024-02,3.74
abdessamed,2024-02,3.71
radin100,2024-02,3.5100000000000002
vrontg,2024-02,3.42
0rpse,2024-02,3.36
ubermensch,2024-02,3.0700000000000003
israeladelaja,2024-02,2.16
ni8mare,2024-02,2.1
forgebyola,2024-02,2.06
merulez99,2024-02,2.06
neocrao,2024-02,2.06
youcrossthelinealfie,2024-02,2.06
varun_05,2024-02,1.96
devblixt,2024-02,1.9300000000000002
0xwallsecurity,2024-02,1.92
dutra,2024-02,1.92
matue,2024-02,1.92
tumelo_crypto,2024-02,1.92
kupiasec,2024-02,1.7200000000000002
ac000123,2024-02,1.54
adm,2024-02,1.37
stackachu,2024-02,1.37
0xaleko,2024-02,1.35
0xkowalski,2024-02,1.35
adamn000,2024-02,1.27
archime,2024-02,1.27
omen,2024-02,1.27
0xaghas,2024-02,1.2600000000000002
novamanbg,2024-02,1.2200000000000002
0xbranded,2024-02,1.12
agilejune,2024-02,1.12
davide,2024-02,1.12
linmiaomiao,2024-02,1.12
okolicodes,2024-02,1.03
0xabhay,2024-02,1.01
0xg0p1,2024-02,1.01
merlin,2024-02,1.01
almurhasan,2024-02,0.73
tallo,2024-02,0.64
dipp,2024-02,0.5
0x13,2024-02,0.33
deadrxsezzz,2024-02,0.33
nyxaris,2024-02,0.24000000000000002
0xpluto,2024-02,0.23
avci,2024-02,0.23
cryptor,2024-02,0.23
cu5t0mpeo,2024-02,0.23
goslang,2024-02,0.23
inzinko,2024-02,0.23
jesusrod15,2024-02,0.23
taner2344,2024-02,0.23
y4y,2024-02,0.23
dvrkzy,2024-02,0.12
pelz,2024-02,0.11
adam-idarrha,2024-02,0.1
dmoore,2024-02,0.1
ghk3ndf,2024-02,0.1
hulkvision,2024-02,0.1
jaydhales,2024-02,0.1
josh4324,2024-02,0.1
0xlyov,2024-02,0.09
0xgreywolf,2024-02,0.04
0xkaju,2024-02,0.04
bgsmallerbear,2024-02,0.04
daniel526,2024-02,0.04
desaperh,2024-02,0.04
honey-k12,2024-02,0.04
pa6kuda,2024-02,0.04
push0,2024-02,0.04
tpiliposian,2024-02,0.04
0xpoor4ever,2024-02,0.0
0xprinc,2024-02,0.0
bareli,2024-02,0.0
m4ttm,2024-02,0.0
bin2chen,2024-01,21284.98
minhquanym,2024-01,12319.79
0xthec0der,2024-01,9786.31
0xpiken,2024-01,9609.67
etherhood,2024-01,8495.5
ev_om,2024-01,6613.7
t0x1c,2024-01,5264.15
abaikunanbaev,2024-01,4535.7
zigtur,2024-01,4529.91
sin1st3r__,2024-01,4493.0
juancito,2024-01,4353.88
kfx,2024-01,4339.57
jasonxiale,2024-01,4028.3900000000003
hals,2024-01,3258.31
said,2024-01,3124.22
windhustler,2024-01,3078.89
ether_sky,2024-01,3070.76
fnanni,2024-01,2973.42
nmirchev8,2024-01,2969.3900000000003
haxatron,2024-01,2878.08
3docsec,2024-01,2751.92
0xding99ya,2024-01,2741.35
hash,2024-01,2733.7000000000003
zzebra83,2024-01,2661.0
handsomegiraffe,2024-01,2659.2
defihacklabs,2024-01,2601.8399999999997
npcscorp,2024-01,2570.95
0xrobocop,2024-01,2551.96
oakcobalt,2024-01,2537.09
iamandreiski,2024-01,2268.0
banditx0x,2024-01,2252.86
klau5,2024-01,2163.96
trungore,2024-01,2116.86
m4ttm,2024-01,2105.07
peanuts,2024-01,2073.54
zhaojie,2024-01,2007.5
beepidibop,2024-01,1902.68
niroh,2024-01,1723.8200000000002
nuthan2x,2024-01,1660.88
btk,2024-01,1647.76
santipu_,2024-01,1636.89
visualbits,2024-01,1632.4
bowtiedoriole,2024-01,1594.54
aymen0909,2024-01,1573.83
fouzantanveer,2024-01,1571.98
zanybonzy,2024-01,1520.8400000000001
akshaysrivastav,2024-01,1514.23
spicymeatball,2024-01,1286.0500000000002
bauchibred,2024-01,1268.77
sbsecurity,2024-01,1265.94
rvierdiiev,2024-01,1248.25
_eperezok,2024-01,1241.3
mrpotatomagic,2024-01,1211.48
kupiasec,2024-01,1151.1100000000001
kodyvim,2024-01,1144.31
soliditors,2024-01,1141.35
ladboy233,2024-01,1105.96
grearlake,2024-01,1072.81
aariiif,2024-01,1065.49
ciphersleuths,2024-01,1050.34
0xasen,2024-01,1040.83
j4x,2024-01,1035.3200000000002
barw,2024-01,1011.89
draiakoo,2024-01,993.1400000000001
deth,2024-01,955.55
toshii,2024-01,951.01
mahdikarimi,2024-01,940.83
aamir,2024-01,885.1399999999999
lsaudit,2024-01,870.5500000000001
invitedtea,2024-01,832.19
wangxx2026,2024-01,821.6400000000001
israeladelaja,2024-01,810.85
saq,2024-01,808.53
rouhsamad,2024-01,807.02
topmark,2024-01,770.7099999999999
monrel,2024-01,726.15
0xepley,2024-01,715.64
0xa5df,2024-01,671.1700000000001
hunter_w3b,2024-01,659.4300000000001
0xanah,2024-01,659.4100000000001
slvdev,2024-01,603.4300000000001
pengun,2024-01,571.52
0xmango,2024-01,563.99
agilejune,2024-01,553.9399999999999
serial-coder,2024-01,541.72
vnavascues,2024-01,528.7
stackachu,2024-01,526.42
linkenji,2024-01,525.6
0xalix2,2024-01,523.77
0x11singh99,2024-01,503.86
piyushshukla,2024-01,499.07
gesha17,2024-01,476.62
yongskiws,2024-01,474.48
evmboi32,2024-01,470.64
giorgio,2024-01,462.03
00xsev,2024-01,460.07000000000005
rbserver,2024-01,458.49
0xciphky,2024-01,453.39
dedohwale,2024-01,453.2
omen,2024-01,451.78000000000003
0x3b,2024-01,448.05
nentor,2024-01,429.69
bart1e,2024-01,420.09
imare,2024-01,412.47999999999996
0xgreywolf,2024-01,407.65999999999997
arz,2024-01,403.43
danielarmstrong,2024-01,394.93
trachev,2024-01,392.25000000000006
kaden,2024-01,391.82
jesjupyter,2024-01,390.09000000000003
audinarey,2024-01,389.26
catellatech,2024-01,375.65000000000003
vad37,2024-01,372.8
kaysoft,2024-01,365.04999999999995
linmiaomiao,2024-01,349.45000000000005
biasedmerc,2024-01,347.67
0xsmartcontract,2024-01,341.95000000000005
zzzitron,2024-01,327.81
0xphantom,2024-01,325.89000000000004
darktower,2024-01,321.66
dadekuma,2024-01,321.35
kow,2024-01,318.97
dharma09,2024-01,317.83000000000004
nonseodion,2024-01,317.03000000000003
c3phas,2024-01,316.98
plasmablocks,2024-01,309.96
kaveyjoe,2024-01,309.20000000000005
cats,2024-01,302.44
albahaca,2024-01,293.27000000000004
aslanbek,2024-01,290.76
tala7985,2024-01,287.31
jorgect,2024-01,284.83
0xvolcano,2024-01,281.44
deepplus,2024-01,276.95
kutugu,2024-01,274.93
zdravkohr,2024-01,272.95000000000005
miaowu,2024-01,272.92
myrault,2024-01,272.92
n1punp,2024-01,269.36
congzhang-certik,2024-01,264.16
k42,2024-01,263.26
sathish9098,2024-01,263.15
a3yip6,2024-01,261.12
mctoady,2024-01,248.13000000000002
0xabhay,2024-01,230.21
mussucal,2024-01,224.55
twcctop,2024-01,205.82
alexfilippov314,2024-01,205.67
erosjohn,2024-01,200.07
falconhoof,2024-01,196.47
spaghetticode_sentinel,2024-01,193.53
krace,2024-01,192.88
0xnan,2024-01,189.89000000000001
xiao,2024-01,189.72
kingnft,2024-01,186.25
0xmystery,2024-01,180.27
bobface,2024-01,179.28000000000003
0xbinchook,2024-01,168.76999999999998
tripathi,2024-01,163.11
0xaadi,2024-01,162.89
tendency,2024-01,162.85
shaheen,2024-01,161.77
zxriptor,2024-01,157.04000000000002
bronze_pickaxe,2024-01,153.38
eeshenggoh,2024-01,152.83
icebear,2024-01,146.27
d3e4,2024-01,140.97000000000003
slylandro_star,2024-01,140.9
matejdb,2024-01,140.42000000000002
hassanshakeel13,2024-01,139.44
amaechieth,2024-01,139.4
burhan_khaja,2024-01,137.95
alexczm,2024-01,136.88
0xwaitress,2024-01,128.64000000000001
djxploit,2024-01,126.72
0xbepresent,2024-01,126.64
dimulski,2024-01,122.89
pkqs90,2024-01,121.92
b0g0,2024-01,119.16
nobody2018,2024-01,118.46000000000001
arion,2024-01,116.28
bengyles,2024-01,115.71000000000001
lukejohn,2024-01,115.6
udsen,2024-01,115.49
mrudenko,2024-01,114.15
kalyan-singh,2024-01,112.56
pina,2024-01,111.08
raihan,2024-01,110.44
0xhelium,2024-01,107.24000000000001
adamn000,2024-01,99.34
7ashraf,2024-01,98.99
13u9,2024-01,98.26
daniel526,2024-01,98.26
m3azad,2024-01,98.26
pipidu83,2024-01,98.26
marqymarq10,2024-01,95.59
shamsulhaq123,2024-01,93.25
infect3d,2024-01,91.94
inzinko,2024-01,90.94
josephdara,2024-01,90.94
rhaydden,2024-01,90.94
rootkit0xce,2024-01,89.36999999999999
stormreckson,2024-01,89.13
silvermist,2024-01,88.14999999999999
0xr360,2024-01,88.09
alix40,2024-01,88.09
lirios,2024-01,88.09
jcn,2024-01,87.86
evo,2024-01,87.74
sivanesh_808,2024-01,82.35
0xjaeger,2024-01,80.07
forgebyola,2024-01,79.25
cu5t0mpeo,2024-01,76.78999999999999
eeyore,2024-01,75.65
0xsmartcontractsamurai,2024-01,73.75999999999999
lanrebayode77,2024-01,72.38
ayden,2024-01,72.22
jck,2024-01,71.6
thekmj,2024-01,69.54
ward,2024-01,68.04
sovaslava,2024-01,63.599999999999994
th13vn,2024-01,62.879999999999995
foxb868,2024-01,62.75
santiellena,2024-01,59.44
ktg,2024-01,59.39
lalanda,2024-01,57.5
inference,2024-01,56.82
ahmedaghadi,2024-01,56.42
clara,2024-01,55.93000000000001
dutra,2024-01,55.5
aman,2024-01,55.120000000000005
merlinboii,2024-01,53.97
matue,2024-01,50.81
sy_s,2024-01,50.81
anshujalan,2024-01,50.419999999999995
zaevlad,2024-01,50.25
mgf15,2024-01,49.959999999999994
0xanmol,2024-01,49.93
0xpluto,2024-01,49.919999999999995
0xhex,2024-01,49.87
0xta,2024-01,49.87
y4y,2024-01,49.83
gkrastenov,2024-01,48.449999999999996
0xmuxyz,2024-01,48.26
peter,2024-01,48.03
hajime,2024-01,46.239999999999995
bareli,2024-01,45.400000000000006
para8956,2024-01,43.919999999999995
nikki,2024-01,43.629999999999995
0xfave,2024-01,43.44
solmaxis69,2024-01,43.42
jangle,2024-01,42.36
zhaojohnson,2024-01,40.15
krikolkk,2024-01,39.87
hchang26,2024-01,39.699999999999996
jauvany,2024-01,39.34
kinda_very_good,2024-01,39.34
rspadi,2024-01,39.34
pechenite,2024-01,33.07
pavankv,2024-01,32.52
rolezn,2024-01,32.48
zach,2024-01,32.269999999999996
0x0bserver,2024-01,31.48
readyplayer2,2024-01,31.2
zhanmingjing,2024-01,31.2
ravikiranweb3,2024-01,30.45
n0kto,2024-01,30.33
ghk3ndf,2024-01,30.11
cccz,2024-01,29.19
leogold,2024-01,28.9
naman1778,2024-01,28.22
chaduke,2024-01,28.009999999999998
rokinot,2024-01,27.78
qkite,2024-01,27.29
dd0x7e8,2024-01,27.28
drynooo,2024-01,26.71
ubiquitouscomputing,2024-01,25.88
ptsanev,2024-01,25.72
ephraim,2024-01,25.08
0xc695,2024-01,25.02
hsp,2024-01,25.02
cdsecurity,2024-01,24.98
cosine,2024-01,24.799999999999997
ihtishamsudo,2024-01,23.41
antonttc,2024-01,23.07
timepunk,2024-01,21.72
jcfichtner,2024-01,20.79
unique,2024-01,20.79
0xomer,2024-01,20.45
0xstalin,2024-01,17.33
0xdedo93,2024-01,17.3
osmanozdemir1,2024-01,16.93
bi_security,2024-01,15.74
tigerfrake,2024-01,15.6
cheatc0d3,2024-01,15.389999999999999
erebus,2024-01,15.389999999999999
xors33r,2024-01,14.7
0x111,2024-01,14.29
0xstriker,2024-01,14.28
prathik3,2024-01,14.28
the-seraphs,2024-01,13.32
petro_1912,2024-01,13.17
souilos,2024-01,12.58
rjs,2024-01,12.28
codeslide,2024-01,11.69
csanuragjain,2024-01,11.69
eta,2024-01,11.69
lokithe5th,2024-01,11.2
memforvik,2024-01,11.17
neocrao,2024-01,10.87
lilizhu,2024-01,8.76
limbooo,2024-01,8.76
coverage,2024-01,8.62
roleengineer,2024-01,8.62
yashar,2024-01,8.62
whoismatthewmc1,2024-01,6.7299999999999995
sl1,2024-01,6.699999999999999
0xprinc,2024-01,6.609999999999999
0xc0ffee,2024-01,6.46
spacelord47,2024-01,6.02
ryonen,2024-01,5.789999999999999
mahdirostami,2024-01,5.5
0xe1,2024-01,5.47
josephdara_0xtiwa,2024-01,5.38
fastchecker,2024-01,5.35
danb,2024-01,5.199999999999999
hihen,2024-01,5.199999999999999
lil_eth,2024-01,5.199999999999999
0xmakeouthill,2024-01,5.09
jacopod,2024-01,5.09
kose,2024-01,5.09
developerjordy,2024-01,5.01
0xdice91,2024-01,4.9
opposingmonkey,2024-01,4.9
khramov,2024-01,4.41
adeolu,2024-01,4.35
codegpt,2024-01,4.24
oxsadeeq,2024-01,4.24
almurhasan,2024-01,4.01
pep7siup,2024-01,4.01
ke1cam,2024-01,3.88
0xhashiman,2024-01,3.82
0xswahili,2024-01,3.82
cartlex_,2024-01,3.82
faith,2024-01,3.82
jatin_19,2024-01,3.82
jayshreeram,2024-01,3.82
john_femi,2024-01,3.82
jovemjeune,2024-01,3.82
karanctf,2024-01,3.82
kiki,2024-01,3.82
kmanofficial,2024-01,3.82
mitev,2024-01,3.82
nachoxt17,2024-01,3.82
polarzero,2024-01,3.82
shubham,2024-01,3.82
ziyou-,2024-01,3.82
holydevoti0n,2024-01,3.5
albertwh1te,2024-01,2.72
tychai0s,2024-01,2.6799999999999997
yixxas,2024-01,2.46
halitus,2024-01,2.41
bugzyvonbuggernaut,2024-01,2.2
novodelta,2024-01,2.04
0xpsuedopandit,2024-01,1.8
boringslav,2024-01,1.8
agadzhalov,2024-01,1.63
ewah,2024-01,1.63
imp,2024-01,1.63
khoroamu,2024-01,1.63
msaptarshi,2024-01,1.63
okolicodes,2024-01,1.63
parrotaudits0,2024-01,1.63
rudolph,2024-01,1.63
0xlogos,2024-01,1.5699999999999998
kong,2024-01,1.5599999999999998
as,2024-01,1.39
termohash,2024-01,1.39
batsanov,2024-01,1.38
dmoore,2024-01,1.38
emrekocak,2024-01,1.38
igbinosuneric,2024-01,1.38
jesusrod15,2024-01,1.38
peritoflores,2024-01,1.3
soul22,2024-01,1.3
ubermensch,2024-01,1.27
oreztker,2024-01,1.26
salutemada,2024-01,1.26
darksnow,2024-01,1.2000000000000002
timenov,2024-01,1.2000000000000002
c0pp3rscr3w3r,2024-01,1.19
51l3nt,2024-01,1.11
louistsai,2024-01,1.11
mylifechangefast_eth,2024-01,1.11
ubl4nk,2024-01,1.11
0xdemon,2024-01,1.08
42techlabs,2024-01,1.08
dimakush,2024-01,1.08
inallhonesty,2024-01,1.08
nnez,2024-01,1.08
oxtory,2024-01,1.08
thank_you,2024-01,1.08
0xlemon,2024-01,0.78
auditwolf,2024-01,0.78
caeradenoir,2024-01,0.78
fishgang,2024-01,0.42
ro1sharkm,2024-01,0.41
todorc,2024-01,0.41
tonisives,2024-01,0.41
al88nsk,2024-01,0.3
dopeflamingo,2024-01,0.19
kuprum,2024-01,0.19
varun_05,2024-01,0.19
tumelo_crypto,2024-01,0.18
0xbugslayer,2024-01,0.12
0xsimeon,2024-01,0.12
azanux,2024-01,0.12
geekylumberjack,2024-01,0.12
greed,2024-01,0.12
push0,2024-01,0.12
seraviz,2024-01,0.12
simplor,2024-01,0.12
stealth,2024-01,0.12
timeless,2024-01,0.12
abiih,2024-01,0.09
boredpukar,2024-01,0.09
d4r3d3v1l,2024-01,0.09
januarypersimmon2024,2024-01,0.06
alexbabits,2024-01,0.01
l0s1,2024-01,0.01
mike_bello90,2024-01,0.01
nazirite,2024-01,0.01
zach_166,2024-01,0.01
0xblackskull,2024-01,0.0
0xlamide,2024-01,0.0
amitn,2024-01,0.0
andywer,2024-01,0.0
arsenlupin,2024-01,0.0
avci,2024-01,0.0
baice,2024-01,0.0
bbl4de,2024-01,0.0
berring,2024-01,0.0
bigtone,2024-01,0.0
bjorn_bug,2024-01,0.0
dyoff,2024-01,0.0
forkforkdog,2024-01,0.0
iberry,2024-01,0.0
inspex,2024-01,0.0
ivanov,2024-01,0.0
jeff,2024-01,0.0
jokopoppo,2024-01,0.0
kodak_rome,2024-01,0.0
latt1ce,2024-01,0.0
lef,2024-01,0.0
mj0ln1r,2024-01,0.0
mwendwa,2024-01,0.0
negin,2024-01,0.0
night,2024-01,0.0
parlayan_yildizlar_takimi,2024-01,0.0
petartolev,2024-01,0.0
pipoca,2024-01,0.0
poeaudits,2024-01,0.0
popelev,2024-01,0.0
sanketkogekar,2024-01,0.0
skyge,2024-01,0.0
spark,2024-01,0.0
vigilante,2024-01,0.0
xdzibecx,2024-01,0.0
ev_om,2023-12,33882.2
hash,2023-12,20540.04
critical-or-high,2023-12,4882.83
jcn,2023-12,4768.389999999999
0xstalin,2023-12,4673.099999999999
santipu_,2023-12,4635.69
erebus,2023-12,4185.05
byteblockers,2023-12,4104.36
bugzyvonbuggernaut,2023-12,3690.64
3docsec,2023-12,3196.99
sbsecurity,2023-12,3173.9599999999996
hunter_w3b,2023-12,3108.0
ether_sky,2023-12,3092.08
kingnft,2023-12,3053.65
bart1e,2023-12,2947.97
kaden,2023-12,2298.27
0xpiken,2023-12,2258.19
sathish9098,2023-12,2058.35
ward,2023-12,1781.5500000000002
rvierdiiev,2023-12,1697.54
0xding99ya,2023-12,1626.18
mrpotatomagic,2023-12,1577.1499999999999
spicymeatball,2023-12,1328.09
cosine,2023-12,1317.36
carrotsmuggler,2023-12,1272.67
zhaojie,2023-12,1227.09
takarez,2023-12,1107.9
pavankv,2023-12,1057.04
zanybonzy,2023-12,1050.7
lsaudit,2023-12,1043.69
cccz,2023-12,1008.9
osmanozdemir1,2023-12,974.0100000000001
0xsmartcontract,2023-12,892.68
armedgoose,2023-12,881.32
jerseyjoewalcott,2023-12,879.98
c0pp3rscr3w3r,2023-12,830.39
hchang26,2023-12,830.39
illilli,2023-12,821.69
hals,2023-12,802.12
0xanah,2023-12,774.99
highduty,2023-12,711.22
tendency,2023-12,626.26
rbserver,2023-12,625.14
chinmay,2023-12,615.6800000000001
peanuts,2023-12,613.55
soul22,2023-12,608.71
c47ch3m4ll,2023-12,577.54
ktg,2023-12,577.42
silvermist,2023-12,559.98
0xg0p1,2023-12,546.01
btk,2023-12,529.1800000000001
king_,2023-12,509.45
niroh,2023-12,491.3
0xadrii,2023-12,489.99
nmirchev8,2023-12,453.2
evmboi32,2023-12,451.47
topmark,2023-12,439.45
0xthec0der,2023-12,437.09999999999997
aslanbek,2023-12,430.75
elcid,2023-12,430.75
serial-coder,2023-12,418.78
grearlake,2023-12,412.21999999999997
thank_you,2023-12,389.14000000000004
joaovwfreire,2023-12,385.84
adeolu,2023-12,383.89000000000004
oakcobalt,2023-12,380.63
xeros,2023-12,371.99
theschnilch,2023-12,368.24
sl1,2023-12,364.64
danielarmstrong,2023-12,359.42
shaka,2023-12,359.24
windowhan001,2023-12,358.73
inference,2023-12,344.18
alexczm,2023-12,336.05
ellipticpoint,2023-12,329.88
beber89,2023-12,329.15999999999997
0xa5df,2023-12,323.59999999999997
0xalix2,2023-12,323.56
sivanesh_808,2023-12,302.94
omen,2023-12,299.13
bowtiedoriole,2023-12,296.99
securitise,2023-12,294.87
pep7siup,2023-12,276.12
0x11singh99,2023-12,276.06
aymen0909,2023-12,273.99
jorgect,2023-12,273.5
mojito_auditor,2023-12,272.45
7ashraf,2023-12,271.14
slvdev,2023-12,271.14
0xbepresent,2023-12,260.28999999999996
caeradenoir,2023-12,256.04
c3phas,2023-12,254.16
akali,2023-12,252.27
0xphantom,2023-12,249.22
soltho,2023-12,249.22
y0ng0p3,2023-12,249.22
0xmystery,2023-12,243.96
